startTimestamp,iterations,subIterations,prototype,techStack,query,pause,parallel,min,mean,median,max,error
1465297987640,3,1000,BK,Scala,insert,true,false,146.0, 297.3333333333333,322.0,424.0,66.29451683935078
1465297987640,3,1000,BK,Scala,insert,false,false,115.0, 186.66666666666666,142.0,303.0,47.91736714463843
1465297987640,3,1000,BK,Scala,insert,true,true,874.0, 1127.3333333333333,999.0,1509.0,158.57583768120634
1465297987640,3,1000,BK,Scala,insert,false,true,909.0, 1076.6666666666667,1117.0,1204.0,71.45524369737922
1465297987640,3,1000,BK,Scala,spaceStats,true,false,3722.0, 3996.0,4092.0,4174.0,113.517497427587
1465297987640,3,1000,BK,Scala,spaceStats,false,false,3371.0, 3897.0,3855.0,4465.0,258.4277246908483
1465297987640,3,1000,BK,Scala,spaceStats,true,true,3111.0, 3276.3333333333335,3243.0,3475.0,86.8681418822463
1465297987640,3,1000,BK,Scala,spaceStats,false,true,3104.0, 3391.0,3433.0,3636.0,126.56048180832576
1465298254550,3,1000,BK,Scala,insert,true,false,142.0, 285.3333333333333,233.0,481.0,82.71011403064902
1465298254550,3,1000,BK,Scala,insert,false,false,194.0, 463.0,229.0,966.0,205.5145304406047
1465298254550,3,1000,BK,Scala,insert,true,true,901.0, 993.6666666666666,922.0,1158.0,67.27114840262063
1465298254550,3,1000,BK,Scala,insert,false,true,888.0, 1064.0,896.0,1408.0,140.45007021081273
1465298254550,3,1000,BK,Scala,spaceStats,true,false,3532.0, 3648.6666666666665,3698.0,3716.0,47.81755450165262
1465298254550,3,1000,BK,Scala,spaceStats,false,false,3461.0, 3616.0,3600.0,3787.0,77.11607412782948
1465298254550,3,1000,BK,Scala,spaceStats,true,true,3224.0, 3283.0,3257.0,3368.0,35.56215216584433
1465298254550,3,1000,BK,Scala,spaceStats,false,true,3171.0, 3293.3333333333335,3351.0,3358.0,49.96962040042894
1465298254550,3,1000,BK,Scala,messageStats,true,false,3419.0, 3617.6666666666665,3535.0,3899.0,118.0633853612667
1465298254550,3,1000,BK,Scala,messageStats,false,false,3708.0, 3890.6666666666665,3719.0,4245.0,144.6792109256685
1465298254550,3,1000,BK,Scala,messageStats,true,true,4363.0, 4441.666666666667,4417.0,4545.0,44.063926625184344
1465298254550,3,1000,BK,Scala,messageStats,false,true,3396.0, 3585.6666666666665,3519.0,3842.0,108.58927032460265
1465480814549,6,1000,BK,Scala,insert,true,false,144.0,342.5,220.0,719.0,92.34890061307955
1465480814549,6,1000,BK,Scala,insert,false,false,137.0,244.33333333333334,141.5,751.0,92.54418364179311
1465480814549,6,1000,BK,Scala,insert,true,true,898.0,987.3333333333334,936.0,1150.0,37.14211944729376
1465480814549,6,1000,BK,Scala,insert,false,true,874.0,935.1666666666666,902.0,1126.0,36.00803665438736
1465480814549,6,1000,BK,Scala,spaceStats,true,false,6705.0,6911.0,6953.0,7064.0,50.64473209415654
1465480814549,6,1000,BK,Scala,spaceStats,false,false,6778.0,6920.0,6900.5,7099.0,50.46120622154542
1465480814549,6,1000,BK,Scala,spaceStats,true,true,5595.0,5712.833333333333,5697.0,5862.0,34.59240175615535
1465480814549,6,1000,BK,Scala,spaceStats,false,true,5421.0,5573.166666666667,5575.5,5703.0,34.237257699979644
1465480814549,6,1000,BK,Scala,messageStats,true,false,6630.0,6800.666666666667,6796.5,6978.0,52.28855125735072
1465480814549,6,1000,BK,Scala,messageStats,false,false,6744.0,7656.166666666667,7207.5,9065.0,397.64636834662434
1465480814549,6,1000,BK,Scala,messageStats,true,true,5434.0,6403.666666666667,5842.0,9335.0,550.1897989010837
1465480814549,6,1000,BK,Scala,messageStats,false,true,5532.0,5743.333333333333,5658.5,6063.0,86.76041937640903
1465481353150,9,1000,BK,Scala,insert,true,false,132.0,235.55555555555554,150.0,537.0,46.88654841739335
1465481353150,9,1000,BK,Scala,insert,false,false,126.0,168.11111111111111,128.0,452.0,33.61269764646543
1465481353150,9,1000,BK,Scala,insert,true,true,860.0,984.3333333333334,975.0,1215.0,35.372445159236726
1465481353150,9,1000,BK,Scala,insert,false,true,833.0,972.0,920.0,1229.0,37.815340802378074
1465481353150,9,1000,BK,Scala,spaceStats,true,false,10200.0,11059.111111111111,10587.0,14171.0,397.69171770601605
1465481353150,9,1000,BK,Scala,spaceStats,false,false,10219.0,11101.0,10875.0,12531.0,282.71588495331895
1465481353150,9,1000,BK,Scala,spaceStats,true,true,8072.0,8407.777777777777,8376.0,8802.0,76.28241513422712
1465481353150,9,1000,BK,Scala,spaceStats,false,true,7651.0,7971.555555555556,7933.0,8540.0,79.59684079454335
1465481353150,9,1000,BK,Scala,messageStats,true,false,9956.0,11299.333333333334,11505.0,13020.0,344.7808393175205
1465481353150,9,1000,BK,Scala,messageStats,false,false,9979.0,10589.666666666666,10346.0,12027.0,210.66649085787319
1465481353150,9,1000,BK,Scala,messageStats,true,true,7829.0,8701.777777777777,8401.0,11468.0,370.02051253709806
1465481353150,9,1000,BK,Scala,messageStats,false,true,7687.0,8531.555555555555,8218.0,11454.0,357.3026213692133
1465487141241,3,2000,BK,Scala,insert,true,false,315.0,496.0,489.0,684.0,87.02107024546794
1465487141241,3,2000,BK,Scala,insert,false,false,309.0,396.6666666666667,321.0,560.0,66.74051465411618
1465487141241,3,2000,BK,Scala,insert,true,true,1225.0,1357.0,1366.0,1480.0,60.21627686929839
1465487141241,3,2000,BK,Scala,insert,false,true,1208.0,1346.0,1245.0,1585.0,97.96030942285873
1465487141241,3,2000,BK,Scala,spaceStats,true,false,13709.0,13993.333333333334,14001.0,14270.0,132.26600582272187
1465487141241,3,2000,BK,Scala,spaceStats,false,false,13708.0,13926.333333333334,13943.0,14128.0,99.22850546237353
1465487141241,3,2000,BK,Scala,spaceStats,true,true,10625.0,10791.666666666666,10825.0,10925.0,72.00822998230956
1465487141241,3,2000,BK,Scala,spaceStats,false,true,10899.0,11018.666666666666,10983.0,11174.0,66.43348107247887
1465487141241,3,2000,BK,Scala,messageStats,true,false,13449.0,13559.0,13527.0,13701.0,60.816664382935926
1465487141241,3,2000,BK,Scala,messageStats,false,false,13535.0,14054.333333333334,13704.0,14924.0,357.2675105212816
1465487141241,3,2000,BK,Scala,messageStats,true,true,10635.0,10756.0,10707.0,10926.0,71.44695001654492
1465487141241,3,2000,BK,Scala,messageStats,false,true,10633.0,10738.666666666666,10775.0,10808.0,43.83386142478675
1465487527397,3,4000,BK,Scala,insert,true,false,1090.0,1385.3333333333333,1357.0,1709.0,146.35750243331745
1465487527397,3,4000,BK,Scala,insert,false,false,1010.0,1062.6666666666667,1012.0,1166.0,42.18829045898698
1465487527397,3,4000,BK,Scala,insert,true,true,2137.0,2279.3333333333335,2184.0,2517.0,97.65737536388617
1465487527397,3,4000,BK,Scala,insert,false,true,2072.0,2207.6666666666665,2180.0,2371.0,71.37433920041781
1465487527397,3,4000,BK,Scala,spaceStats,true,false,54362.0,54828.333333333336,54830.0,55293.0,219.43985930512227
1465487527397,3,4000,BK,Scala,spaceStats,false,false,54327.0,55360.333333333336,55362.0,56392.0,486.72564330621816
1465487527397,3,4000,BK,Scala,spaceStats,true,true,39444.0,40802.666666666664,39713.0,43251.0,1001.5368560737414
1465487527397,3,4000,BK,Scala,spaceStats,false,true,38587.0,39174.0,39050.0,39885.0,310.10141710235524
1465487527397,3,4000,BK,Scala,messageStats,true,false,53233.0,53270.666666666664,53252.0,53327.0,23.429958663279006
1465487527397,3,4000,BK,Scala,messageStats,false,false,53081.0,54755.0,53149.0,58035.0,1339.15031103889
1465487527397,3,4000,BK,Scala,messageStats,true,true,39248.0,40073.0,39872.0,41099.0,443.934679879822
1465487527397,3,4000,BK,Scala,messageStats,false,true,39806.0,39977.0,39900.0,40225.0,103.64147603906247
